allan1,allan2
24661,69193
24668,69198
24674,69204
24681,69210
24687,69216
24694,69222
24701,69227
24707,69234
24714,69239
24720,69245
24727,69251
24733,69257
24741,69262
24747,69269
24754,69275
24761,69280
24767,69287
24773,69292
24780,69298
24787,69304
24793,69310
24800,69315
24807,69321
24813,69326
24820,69333
24826,69338
24832,69344
24839,69350
24846,69356
24852,69361
24858,69367
24865,69373
24872,69379
24879,69384
24885,69391
24891,69396
24898,69403
24904,69408
24911,69413
24918,69420
24925,69425
24931,69431
24938,69437
24945,69443
24951,69448
24958,69454
24965,69460
24971,69466
24978,69471
24984,69478
24991,69483
24997,69490
25004,69495
25011,69501
25017,69507
25024,69512
25030,69518
25037,69523
25043,69530
25050,69535
25056,69541
25063,69547
25070,69553
25076,69558
25083,69565
25089,69570
25096,69576
25103,69582
25110,69588
25116,69593
25123,69600
25130,69605
25137,69611
25143,69616
25149,69622
25156,69628
25162,69634
25169,69640
25176,69645
25182,69652
25189,69657
25196,69663
25202,69669
25209,69675
25216,69681
25223,69686
25229,69692
25236,69697
25243,69704
25249,69709
25256,69715
25262,69720
25269,69727
25275,69732
25282,69738
25289,69744
25295,69750
25302,69755
25309,69762
25316,69767
25323,69773
25329,69778
25336,69785
25342,69790
25349,69796
25356,69802
25362,69808
25369,69813
25376,69819
25382,69824
25389,69830
25396,69836
25402,69841
25409,69848
25415,69853
25421,69859
25428,69864
25435,69871
25442,69876
25448,69882
25455,69887
25462,69894
25468,69899
25475,69905
25482,69912
25488,69917
25495,69923
25501,69928
25508,69934
25514,69940
25521,69946
25528,69952
25534,69957
25541,69963
25547,69968
25554,69974
25561,69980
25567,69986
25574,69992
25581,69998
25587,70003
25594,70010
25601,70015
25608,70021
25615,70027
25621,70032
25628,70038
25634,70044
25640,70050
25647,70056
25654,70061
25660,70067
25668,70073
25674,70078
25681,70085
25687,70090
25694,70096
25700,70102
25707,70107
25713,70114
25720,70119
25726,70125
25733,70130
25739,70136
25746,70142
25753,70147
25759,70154
25766,70159
25772,70165
25778,70171
25785,70176
25791,70183
25798,70188
25805,70194
25811,70200
25819,70206
25825,70212
25832,70217
25839,70223
25845,70228
25852,70235
25858,70240
25865,70246
25871,70252
25878,70257
25884,70263
25891,70270
25897,70275
25904,70281
25910,70286
25917,70292
25923,70297
25931,70303
25937,70310
25944,70315
25950,70322
25957,70327
25963,70333
25970,70339
25976,70345
25983,70350
25989,70356
25996,70362
26003,70367
26010,70374
26016,70379
26023,70385
26029,70390
26036,70397
26042,70402
26049,70408
26055,70414
26062,70420
26069,70425
26076,70431
26082,70436
26089,70442
26095,70448
26102,70454
26108,70459
26115,70465
26122,70470
26128,70477
26136,70483
26142,70488
26148,70494
26156,70500
26162,70506
26168,70511
26175,70517
26182,70523
26188,70530
26195,70535
26201,70541
26207,70547
26214,70552
26222,70557
26228,70564
26234,70569
26241,70575
26248,70581
26255,70587
26261,70593
26268,70599
26274,70604
26281,70611
26287,70616
26294,70622
26300,70628
26307,70633
26313,70639
26319,70645
26327,70651
26333,70657
26339,70663
26346,70668
26353,70675
26359,70680
26366,70686
26372,70692
26379,70698
26386,70703
26392,70709
26399,70715
26405,70721
26412,70727
26418,70732
26426,70738
26432,70745
26438,70750
26445,70756
26451,70761
26458,70767
26464,70772
26471,70778
26478,70784
26484,70790
26490,70795
26496,70802
26503,70807
26510,70813
26517,70819
26524,70825
26530,70831
26537,70836
26543,70842
26550,70848
26556,70854
26563,70860
26569,70866
26576,70871
26583,70878
26590,70883
26597,70890
26603,70895
26610,70900
26616,70907
26622,70912
26629,70918
26636,70924
26642,70930
26649,70935
26655,70941
26663,70947
26669,70953
26676,70959
26682,70964
26689,70971
26695,70976
26701,70982
26708,70988
26716,70993
26722,71000
26729,71005
26735,71012
26742,71017
26748,71023
26755,71029
26761,71034
26769,71040
26775,71046
26781,71052
26788,71058
26794,71064
26801,71070
26807,71076
26814,71081
26820,71088
26828,71093
26834,71099
26841,71105
26847,71110
26854,71117
26860,71122
26867,71128
26874,71134
26880,71140
26886,71145
26893,71152
26899,71157
26906,71163
26913,71169
26920,71175
26927,71180
26933,71185
26940,71192
26947,71197
26953,71203
26960,71209
26966,71215
26973,71220
26980,71226
26987,71232
26994,71237
27000,71243
27006,71249
27013,71255
27019,71260
27026,71267
27032,71272
27039,71279
27046,71284
27052,71290
27059,71295
27065,71302
27072,71307
27078,71313
27086,71319
27092,71324
27099,71330
27105,71335
27112,71342
27118,71347
27126,71353
27132,71358
27138,71365
27145,71370
27151,71376
27158,71381
27164,71388
27172,71393
27178,71399
27185,71404
27191,71411
27198,71416
27204,71422
27210,71427
27218,71434
27224,71439
27231,71445
27237,71451
27243,71457
27250,71462
27256,71469
27264,71474
27270,71480
27276,71485
27283,71491
27289,71497
27295,71503
27303,71508
27309,71515
27316,71520
27322,71526
27329,71531
27335,71537
27343,71544
27349,71549
27356,71555
27362,71561
27369,71567
27375,71572
27382,71578
27389,71583
27396,71590
27402,71596
27408,71601
27415,71608
27422,71613
27429,71619
27435,71624
27441,71631
27448,71636
27455,71641
27462,71648
27468,71653
27474,71659
27481,71664
27487,71671
27495,71676
27501,71683
27507,71688
27514,71694
27521,71699
27528,71706
27534,71711
27540,71717
27547,71723
27554,71729
27561,71734
27567,71741
27573,71746
27581,71752
27587,71757
27593,71764
27600,71769
27607,71775
27613,71780
27620,71786
27627,71792
27633,71797
27640,71804
27647,71809
27653,71816
27660,71821
27666,71827
27674,71833
27680,71839
27686,71844
27693,71851
27700,71856
27706,71862
27712,71868
27719,71874
27726,71879
27732,71885
27740,71890
27746,71896
27752,71902
27759,71908
27766,71913
27773,71919
27779,71925
27786,71931
27792,71936
27800,71943
27806,71948
27812,71954
27819,71960
27825,71966
27832,71971
27838,71977
27845,71983
27851,71989
27858,71994
27865,72000
27871,72006
27877,72012
27884,72018
27891,72024
27897,72029
27903,72036
27910,72041
27917,72046
27924,72053
27930,72058
27936,72064
27943,72070
27950,72076
27957,72081
27963,72088
27970,72093
27977,72099
27983,72104
27990,72111
27996,72116
28003,72122
28009,72127
28016,72134
28023,72139
28029,72145
28036,72150
28043,72157
28049,72163
28056,72168
28062,72174
28069,72179
28075,72185
28083,72191
28089,72197
28095,72202
28102,72208
28108,72215
28115,72220
28121,72226
28129,72231
28135,72237
28141,72242
28148,72249
28154,72254
28160,72260
28168,72266
28174,72272
28180,72277
28188,72284
28194,72289
28200,72295
28208,72300
28214,72306
28220,72312
28227,72318
28234,72323
28240,72329
28248,72335
28254,72341
28261,72346
28267,72352
28273,72358
28281,72364
28287,72369
28293,72376
28300,72381
28307,72387
28313,72392
28320,72399
28326,72404
28333,72410
28340,72416
28346,72422
28352,72427
28360,72433
28366,72438
28372,72444
28379,72450
28386,72456
28392,72461
28398,72467
28405,72473
28412,72478
28418,72484
28425,72489
28431,72496
28438,72501
28445,72507
28451,72513
28458,72518
28464,72525
28471,72530
28478,72537
28485,72542
28491,72549
28497,72554
28505,72560
28511,72565
28517,72572
28524,72577
28531,72583
28537,72589
28544,72595
28551,72600
28557,72606
28564,72612
28571,72618
28577,72623
28583,72630
28591,72635
28597,72641
28603,72647
28611,72653
28617,72659
28623,72665
28631,72670
28637,72676
28643,72681
28650,72688
28657,72693
28663,72699
28669,72704
28676,72711
28683,72716
28689,72722
28696,72727
28703,72733
28709,72738
28716,72745
28722,72750
28729,72756
28735,72762
28742,72768
28749,72773
28755,72779
28762,72786
28768,72791
28775,72797
28782,72803
28788,72809
28794,72814
28801,72821
28808,72826
28814,72832
28821,72837
28828,72843
28834,72849
28841,72855
28848,72860
28854,72866
28860,72871
28867,72878
28874,72883
28880,72889
28886,72895
28893,72901
28899,72906
28906,72912
28913,72917
28920,72924
28926,72929
28933,72935
28939,72940
28945,72947
28952,72952
28958,72958
28965,72963
28971,72970
28978,72975
28985,72981
28992,72986
28999,72993
29005,72999
29012,73004
29018,73010
29025,73016
29031,73022
29038,73027
29044,73033
29051,73038
29057,73045
29064,73050
29070,73056
29077,73061
29083,73068
29090,73073
29097,73079
29104,73084
29110,73091
29117,73096
29123,73102
29130,73107
29136,73114
29142,73119
29149,73125
29155,73131
29163,73137
29169,73143
29176,73148
29182,73155
29189,73160
29195,73166
29202,73171
29208,73177
29215,73183
29222,73189
29228,73194
29235,73201
29242,73206
29249,73212
29255,73219
29263,73224
29268,73230
29275,73235
29282,73242
29289,73247
29295,73253
29302,73258
29308,73265
29315,73270
29321,73276
29329,73281
29335,73287
29341,73294
29347,73299
29355,73305
29361,73310
29368,73317
29374,73322
29381,73328
29387,73334
29393,73340
29400,73345
29406,73352
29414,73358
29420,73363
29427,73369
29433,73374
29440,73380
29447,73386
29453,73392
29460,73398
29467,73403
29473,73409
29480,73415
29486,73420
29493,73426
29499,73432
29506,73438
29512,73443
29520,73449
29526,73455
29532,73461
29539,73467
29546,73473
29552,73478
29559,73484
29565,73490
29572,73495
29579,73501
29586,73507
29593,73512
29599,73518
29606,73524
29612,73529
29619,73535
29625,73541
29632,73546
29638,73552
29645,73558
29651,73563
29658,73569
29664,73575
29671,73581
29677,73587
29684,73593
29691,73598
29698,73605
29704,73611
29711,73616
29717,73622
29724,73628
29730,73633
29738,73639
29744,73645
29751,73650
29757,73656
29763,73662
29770,73668
29777,73673
29784,73679
29790,73685
29797,73691
29804,73697
29810,73703
29817,73708
29824,73714
29830,73719
29837,73725
29844,73731
29850,73737
29856,73743
29863,73748
29869,73754
29877,73760
29883,73765
29889,73772
29896,73778
29902,73783
29908,73789
29915,73795
29922,73800
29929,73806
29935,73812
29942,73816
29948,73822
29955,73828
29961,73834
29969,73840
29975,73846
29982,73852
29988,73857
29995,73863
30001,73869
30008,73875
30015,73881
30022,73886
30028,73892
30035,73898
30040,73903
30047,73909
30054,73915
30061,73921
30067,73927
30074,73932
30081,73937
30088,73943
30095,73949
30101,73954
30107,73960
30114,73966
30120,73972
30127,73978
30134,73984
30141,73990
30148,73996
30154,74000
30161,74007
30168,74013
30174,74018
30181,74024
30187,74030
30193,74035
30200,74041
30207,74047
30213,74053
30220,74059
30227,74065
30234,74071
30240,74076
30247,74082
30254,74088
30260,74094
30267,74099
30274,74105
30280,74111
30287,74116
30293,74123
30299,74129
30306,74134
30312,74140
30319,74146
30326,74152
30332,74157
30339,74163
30345,74169
30352,74174
30359,74180
30366,74186
30372,74192
30379,74197
30385,74204
30392,74210
30398,74215
30405,74221
30412,74226
30418,74232
30425,74238
30431,74243
30438,74249
30444,74255
30451,74260
30457,74266
30463,74271
30471,74277
30477,74283
30483,74289
30490,74295
30498,74301
30504,74306
30511,74312
30517,74318
30524,74323
30530,74330
30537,74336
30543,74341
30550,74347
30557,74353
30563,74358
30569,74364
30576,74371
30583,74376
30589,74382
30596,74388
30603,74393
30609,74399
30616,74405
30622,74411
30629,74417
30635,74423
30643,74428
30649,74434
30656,74440
30662,74446
30669,74451
30676,74457
30682,74463
30688,74468
30695,74474
30701,74479
30708,74486
30715,74492
30722,74497
30728,74503
30736,74508
30742,74514
30748,74520
30755,74525
30762,74532
30768,74537
30775,74543
30781,74549
30787,74554
30794,74560
30800,74566
30807,74571
30814,74577
30820,74584
30827,74589
30834,74595
30841,74600
30846,74607
30853,74612
30860,74619
30866,74625
30873,74630
30880,74636
30887,74642
30893,74647
30900,74653
30907,74658
30913,74664
30920,74670
30926,74676
30932,74682
30939,74687
30946,74693
30952,74698
30959,74704
30966,74710
30972,74715
30979,74721
30986,74727
30992,74732
30999,74738
31005,74745
31012,74750
31018,74756
31025,74762
31031,74767
31038,74774
31045,74780
31051,74785
31058,74791
31065,74797
31071,74802
31078,74808
31084,74814
31090,74819
31097,74825
31104,74832
31110,74837
31117,74843
31124,74848
31130,74854
31136,74860
31144,74865
31150,74871
31156,74878
31163,74883
31170,74889
31176,74894
31183,74900
31190,74906
31196,74911
31203,74918
31210,74923
31216,74929
31222,74935
31229,74941
31236,74947
31242,74952
31248,74958
31255,74964
31262,74969
31268,74976
31275,74981
31282,74987
31288,74992
31294,74999
31301,75005
31307,75010
31314,75016
31321,75021
31327,75028
31334,75034
31340,75039
31347,75045
31354,75051
31360,75056
31367,75062
31374,75068
31380,75074
31387,75080
31394,75085
31400,75091
31407,75098
31414,75103
31420,75109
31427,75115
31434,75121
31440,75127
31446,75132
31453,75138
31459,75144
31466,75150
31472,75155
31479,75161
31486,75166
31492,75172
31499,75178
31505,75184
31512,75189
31519,75195
31525,75201
31532,75207
31539,75213
31546,75218
31552,75225
31558,75230
31565,75236
31571,75242
31578,75248
31584,75253
31591,75260
31598,75265
31604,75271
31611,75277
31618,75283
31624,75288
31631,75295
31638,75300
31644,75306
31651,75311
31657,75318
31664,75323
31671,75329
31677,75335
31684,75341
31691,75346
31697,75353
31704,75358
31710,75364
31716,75369
31723,75375
31730,75381
31737,75387
31743,75392
31749,75399
31757,75404
31763,75410
31769,75416
31776,75422
31783,75427
31790,75434
31796,75439
31803,75445
31809,75451
31816,75457
31822,75462
31830,75468
31836,75474
31843,75479
31850,75486
31856,75491
31863,75497
31869,75503
31877,75509
31883,75514
31889,75520
31896,75526
31903,75532
31909,75537
31915,75544
31922,75549
31929,75555
31935,75560
31942,75566
31948,75572
31955,75578
31962,75583
31968,75589
31975,75595
31981,75601
31988,75607
31995,75612
32001,75619
32007,75624
32014,75630
32021,75635
32028,75642
32034,75647
32040,75653
32047,75659
32054,75665
32061,75670
32067,75677
32073,75683
32080,75688
32087,75694
32094,75699
32100,75705
32106,75710
32113,75717
32120,75722
32126,75728
32133,75734
32139,75739
32146,75746
32152,75751
32159,75757
32165,75762
32172,75769
32179,75774
32184,75780
32191,75785
32198,75792
32204,75797
32212,75803
32218,75809
32224,75815
32231,75821
32238,75826
32245,75833
32251,75838
32257,75844
32265,75849
32271,75855
32277,75861
32284,75867
32291,75873
32298,75878
32304,75884
32310,75889
32317,75896
32324,75901
32330,75907
32337,75912
32344,75919
32350,75924
32356,75930
32364,75936
32370,75942
32376,75949
32383,75954
32390,75960
32396,75965
32403,75971
32409,75977
32417,75983
32423,75988
32429,75994
32436,75999
32443,76006
32450,76011
32456,76017
32463,76022
32469,76028
32476,76034
32483,76040
32490,76046
32496,76052
32503,76057
32510,76064
32516,76069
32523,76075
32529,76081
32536,76087
32543,76092
32549,76099
32556,76104
32563,76110
32570,76115
32576,76121
32582,76127
32589,76133
32595,76138
32602,76144
32608,76150
32616,76156
32622,76161
32628,76167
32635,76173
32642,76179
32648,76184
32655,76190
32662,76195
32668,76201
32675,76206
32681,76213
32688,76219
32694,76224
32701,76230
32708,76236
32714,76242
32721,76247
32728,76253
32735,76258
32741,76264
32748,76270
32754,76276
32760,76282
32767,76287
32773,76293
32780,76299
32787,76305
32793,76310
32800,76316
32806,76322
32813,76328
32820,76334
32826,76339
32832,76345
32840,76351
32846,76356
32852,76363
32859,76368
32866,76374
32873,76379
32879,76385
32886,76391
32892,76397
32899,76402
32905,76409
32912,76415
32919,76421
32925,76427
32932,76432
32938,76438
32944,76443
32952,76450
32958,76456
32965,76461
32971,76467
32978,76473
32985,76479
32991,76484
32998,76490
33004,76496
33010,76501
33016,76507
33024,76513
33030,76519
33037,76524
33043,76530
33050,76535
33056,76542
33063,76547
33070,76553
33076,76559
33082,76565
33089,76571
33095,76576
33102,76582
33109,76588
33115,76593
33122,76599
33128,76605
33136,76611
33142,76616
33148,76622
33155,76628
33161,76634
33167,76639
33174,76645
33180,76650
33187,76656
33193,76662
33200,76668
33207,76673
33214,76680
33220,76686
33226,76691
33233,76698
33239,76703
33246,76709
33252,76714
33258,76720
33266,76726
33272,76732
33279,76737
33285,76743
33292,76749
33298,76754
33304,76761
33311,76767
33317,76772
33324,76777
33330,76784
33337,76789
33343,76795
33351,76800
33357,76806
33363,76812
33370,76818
33377,76823
33383,76829
33390,76836
33396,76841
33402,76847
33410,76853
33416,76859
33423,76864
33430,76871
33436,76876
33442,76882
33449,76888
33455,76894
33462,76899
33468,76906
33475,76911
33481,76917
33488,76923
33494,76929
33501,76934
33507,76941
33514,76946
33521,76951
33528,76958
33534,76963
33541,76968
33547,76975
33554,76980
33561,76987
33567,76992
33574,76997
33581,77004
33588,77010
33594,77015
33602,77020
33608,77027
33615,77032
33621,77038
33628,77044
33634,77050
33640,77055
33647,77061
33653,77067
33660,77072
33666,77078
33674,77084
33680,77089
33687,77095
33693,77101
33700,77107
33706,77113
33713,77119
33719,77124
33726,77131
33732,77136
33739,77141
33746,77147
33752,77153
33759,77159
33766,77164
33772,77171
33779,77176
33785,77183
33793,77188
33799,77193
33806,77200
33812,77205
33819,77211
33825,77217
33832,77222
33838,77229
33845,77234
33852,77240
33859,77246
33865,77251
33872,77258
33878,77263
33884,77268
33891,77274
33897,77280
33904,77285
33911,77292
33918,77297
33925,77303
33931,77309
33938,77314
33944,77321
33951,77326
33957,77332
33964,77338
33970,77343
33977,77350
33983,77355
33990,77361
33997,77367
34004,77373
34011,77378
34017,77384
34024,77389
34030,77396
34036,77401
34043,77406
34049,77413
34056,77418
34062,77424
34070,77430
34076,77435
34082,77441
34089,77447
34095,77452
34102,77458
34108,77463
34115,77469
34122,77475
34128,77480
34135,77486
34141,77491
34148,77498
34154,77503
34161,77509
34168,77516
34174,77521
34181,77527
34187,77533
34194,77538
34200,77544
34207,77550
34213,77556
34220,77562
34226,77567
34233,77574
34239,77579
34246,77584
34253,77591
34259,77596
34266,77601
34272,77607
34279,77613
34286,77619
34292,77624
34299,77630
34305,77635
34312,77641
34318,77647
34325,77653
34331,77658
34338,77665
34344,77670
34351,77676
34357,77682
34364,77688
34370,77693
34377,77699
34384,77705
34391,77710
34397,77717
34403,77722
34410,77728
34417,77734
34423,77739
34430,77745
34436,77751
34443,77757
34450,77762
34457,77768
34464,77774
34471,77779
34477,77786
34483,77791
34490,77797
34497,77802
34503,77808
34510,77814
34516,77820
34523,77826
34529,77831
34536,77836
34543,77843
34549,77848
34556,77854
34563,77860
34569,77866
34575,77871
34582,77877
34589,77883
34595,77888
34602,77894
34608,77900
34615,77906
34621,77911
34628,77918
34634,77923
34640,77928
34647,77935
34653,77940
34660,77947
34667,77952
34673,77958
34680,77964
34687,77970
34694,77975
34700,77981
34706,77986
34713,77993
34720,77998
34726,78003
34732,78010
34739,78015
34745,78021
34752,78027
34758,78032
34765,78038
34772,78044
34778,78049
34786,78056
34792,78061
34798,78066
34805,78073
34812,78078
34818,78085
34825,78090
34831,78095
34838,78102
34844,78107
34851,78113
34857,78119
34864,78124
34871,78130
34877,78136
34884,78141
34889,78148
34896,78153
34903,78158
34910,78165
34916,78171
34922,78176
34929,78183
34935,78188
34942,78194
34948,78200
34955,78205
34962,78211
34968,78217
34975,78223
34981,78228
34988,78235
34994,78240
35001,78246
35007,78252
35014,78258
35020,78263
35027,78270
35034,78275
35040,78280
35047,78287
35054,78292
35060,78297
35067,78304
35074,78309
35081,78315
35087,78320
35094,78326
35100,78332
35107,78338
35114,78343
35120,78348
35127,78355
35134,78360
35140,78366
35147,78372
35153,78377
35159,78384
35166,78389
35173,78394
35179,78400
35186,78406
35192,78412
35198,78417
35206,78424
35212,78429
35218,78436
35225,78441
35231,78447
35238,78453
35245,78459
35251,78464
35258,78470
35264,78476
35271,78481
35277,78487
35284,78493
35291,78499
35297,78505
35303,78510
35310,78516
35317,78522
35323,78528
35330,78534
35336,78539
35343,78546
35350,78551
35357,78557
35363,78563
35370,78569
35375,78574
35382,78580
35389,78586
35396,78591
35402,78597
35409,78603
35415,78609
35422,78614
35429,78620
35435,78626
35442,78632
35449,78637
35455,78644
35462,78649
35469,78655
35475,78661
35481,78667
35488,78672
35494,78679
35501,78684
35508,78690
35514,78696
35521,78701
35528,78707
35534,78713
35541,78719
35547,78724
35554,78731
35561,78736
35568,78742
35573,78748
35580,78754
35587,78759
35593,78765
35600,78771
35607,78776
35614,78782
35620,78789
35626,78794
35633,78800
35639,78806
35646,78812
35653,78817
35659,78824
35666,78829
35672,78835
35679,78841
35685,78847
35692,78852
35698,78859
35705,78864
35712,78869
35718,78875
35726,78881
35732,78888
35739,78893
35746,78898
35752,78905
35759,78910
35765,78916
35771,78922
35777,78927
35785,78933
35791,78939
35798,78945
35805,78950
35812,78957
35818,78962
35825,78968
35831,78973
35838,78980
35844,78985
35851,78991
35857,78996
35864,79003
35871,79009
35876,79014
35883,79021
35890,79026
35897,79032
35903,79038
35910,79044
35916,79049
35923,79056
35929,79061
35936,79066
35942,79072
35949,79078
35956,79084
35962,79089
35969,79095
35976,79101
35982,79107
35989,79113
35996,79118
36002,79125
36009,79131
36015,79136
36022,79142
36028,79148
36035,79153
36042,79159
36049,79164
36055,79171
36061,79176
36068,79182
36075,79188
36081,79194
36088,79199
36095,79205
36101,79212
36108,79217
36114,79223
36121,79229
36128,79235
36135,79240
36141,79246
36148,79253
36154,79258
36161,79264
36168,79269
36175,79276
36181,79281
36187,79287
36194,79292
36201,79298
36208,79304
36215,79309
36221,79316
36228,79321
36235,79327
36241,79332
36247,79338
36254,79344
36261,79349
36267,79356
36273,79361
36280,79367
36287,79372
36294,79379
36301,79384
36307,79390
36314,79395
36320,79402
36327,79407
36333,79413
36339,79418
36346,79423
36353,79430
36360,79435
36366,79441
36372,79447
36379,79453
36386,79459
36392,79464
36399,79471
36406,79476
36412,79482
36418,79487
36425,79494
36432,79499
36438,79504
36445,79510
36452,79516
36458,79522
36465,79528
36471,79533
36477,79540
36484,79545
36490,79551
36497,79556
36504,79563
36510,79568
36517,79574
36524,79579
36529,79586
36536,79591
36543,79597
36549,79602
36556,79609
36563,79614
36570,79620
36576,79626
36582,79631
36590,79638
36596,79644
36603,79649
36609,79655
36615,79661
36622,79667
36629,79672
36635,79678
36642,79684
36648,79689
36655,79695
36661,79701
36668,79707
36674,79712
36681,79719
36687,79724
36694,79730
36701,79736
36707,79742
36713,79747
36720,79753
36726,79759
36733,79765
36740,79770
36746,79776
36754,79782
36760,79787
36766,79793
36773,79798
36779,79805
36786,79810
36792,79816
36799,79821
36806,79828
36812,79833
36818,79839
36825,79845
36832,79851
36839,79856
36845,79862
36851,79868
36858,79873
36864,79879
36871,79885
36877,79891
36884,79897
36890,79903
36896,79908
36904,79914
36909,79920
36917,79926
36923,79931
36930,79938
36936,79943
36943,79949
36949,79954
36956,79961
36962,79966
36969,79972
36975,79978
36982,79984
36988,79989
36995,79996
37001,80001
37008,80007
37015,80013
37021,80019
37028,80024
37034,80030
37042,80036
37048,80041
37054,80048
37061,80053
37067,80058
37075,80064
37081,80070
37088,80076
37094,80081
37100,80088
37107,80093
37114,80099
37120,80105
37127,80110
37134,80116
37140,80122
37147,80127
37153,80133
37160,80140
37166,80145
37173,80150
37179,80157
37186,80162
37192,80168
37198,80174
37205,80179
37212,80186
37219,80191
37225,80197
37232,80202
37238,80209
37245,80214
37251,80220
37258,80226
37264,80231
37271,80238
37277,80243
37284,80249
37290,80255
37297,80261
37303,80266
37310,80272
37317,80278
37323,80283
37330,80290
37336,80295
37342,80300
37349,80307
37356,80312
37362,80318
37369,80324
37375,80330
37382,80336
37388,80341
37395,80348
37402,80353
37408,80359
37414,80364
37421,80370
37427,80376
37434,80381
37441,80387
37448,80393
37453,80398
37460,80404
37467,80410
37474,80416
37480,80421
37486,80427
37493,80433
37499,80438
37506,80444
37512,80450
37519,80456
37526,80461
37532,80467
37538,80473
37545,80478
37551,80485
37558,80490
37564,80496
37571,80502
37578,80507
37584,80513
37591,80518
37598,80524
37604,80529
37611,80536
37618,80541
37625,80548
37631,80553
37638,80559
37644,80564
37650,80571
37657,80576
37663,80581
37671,80588
37676,80593
37683,80599
37690,80604
37697,80610
37704,80616
37710,80621
37717,80627
37723,80633
37730,80639
37736,80645
37743,80651
37749,80657
37756,80662
37762,80668
37769,80673
37775,80680
37782,80685
37789,80691
37796,80697
37802,80702
37808,80708
37815,80714
37822,80720
37828,80725
37835,80732
37842,80737
37848,80743
37855,80749
37861,80754
37868,80760
37875,80766
37881,80772
37887,80777
37894,80784
37900,80789
37907,80795
37914,80801
37920,80807
37927,80812
37933,80819
37940,80824
37947,80830
37953,80835
37960,80842
37966,80847
37973,80853
37980,80858
37986,80865
37993,80870
37999,80876
38006,80882
38012,80888
38019,80894
38025,80899
38032,80906
38037,80911
38044,80917
38051,80923
38057,80929
38064,80934
38071,80941
38077,80946
38084,80952
38091,80958
38097,80963
38104,80970
38110,80975
38116,80981
38123,80987
38130,80993
38136,80998
38143,81005
38149,81010
38156,81017
38163,81022
38168,81027
38175,81034
38182,81039
38188,81045
38195,81050
38201,81057
38208,81062
38215,81068
38222,81073
38228,81080
38235,81085
38241,81091
38247,81097
38254,81103
38260,81109
38267,81114
38274,81120
38280,81126
38286,81131
38293,81137
38300,81143
38306,81148
38312,81154
38319,81160
38326,81166
38332,81171
38339,81177
38346,81182
38352,81189
38359,81194
38365,81200
38372,81207
38379,81212
38386,81218
38392,81223
38399,81230
38405,81235
38412,81241
38418,81246
38425,81252
38431,81258
38438,81264
38444,81269
38450,81274
38457,81281
38464,81287
38470,81292
38477,81298
38484,81303
38490,81310
38497,81316
38503,81321
38510,81326
38517,81333
38523,81338
38529,81344
38536,81349
38543,81356
38549,81361
38556,81367
38562,81372
38569,81379
38575,81384
38582,81390
38589,81396
38596,81402
38601,81407
38608,81413
38615,81419
38621,81425
38628,81430
38634,81437
38641,81442
38648,81449
38654,81454
38660,81460
38666,81465
38673,81472
38680,81477
38687,81482
38692,81488
38700,81493
38706,81499
38713,81505
38720,81511
38725,81516
38732,81522
38739,81528
38745,81534
38751,81539
38758,81546
38764,81551
38771,81557
38778,81563
38784,81569
38790,81574
38798,81581
38804,81586
38810,81592
38817,81597
38823,81604
38830,81609
38836,81615
38843,81621
38850,81626
38856,81633
38862,81638
38870,81644
38876,81650
38883,81656
38889,81661
38896,81667
38902,81673
38909,81679
38916,81684
38922,81690
38929,81696
38936,81702
38941,81708
38948,81713
38955,81720
38961,81725
38968,81731
38975,81736
38980,81742
38987,81748
38994,81753
39001,81759
39007,81765
39014,81771
39020,81776
39027,81782
39034,81787
39040,81794
39047,81799
39054,81805
39060,81811
39067,81816
39073,81823
39080,81828
39087,81834
39093,81840
39099,81846
39106,81851
39113,81857
39120,81863
39126,81868
39133,81875
39140,81880
39146,81886
39153,81892
39158,81898
39165,81903
39172,81910
39178,81915
39185,81921
39192,81927
39197,81932
39204,81939
39211,81944
39218,81950
39224,81956
39230,81962
39237,81967
39244,81974
39250,81979
39257,81985
39263,81990
39270,81996
39277,82002
39283,82007
39290,82013
39296,82018
39302,82024
39309,82031
39315,82035
39322,82042
39328,82047
39335,82053
39342,82059
39348,82065
39355,82071
39362,82077
39368,82082
39374,82089
39381,82094
39387,82100
39395,82105
39401,82112
39407,82117
39414,82123
39420,82129
39427,82135
39434,82140
39440,82147
39447,82152
39454,82159
39460,82164
39466,82170
39473,82176
39480,82181
39486,82187
39493,82193
39500,82199
39506,82204
39512,82211
39518,82216
39526,82222
39531,82228
39538,82234
39545,82239
39552,82246
39557,82251
39564,82257
39571,82263
39578,82269
39583,82275
39590,82280
39597,82286
39604,82291
39610,82297
39617,82303
39624,82309
39630,82314
39637,82320
39643,82326
39649,82332
39656,82337
39663,82343
39669,82349
39676,82354
39682,82361
39689,82366
39695,82372
39702,82378
39709,82383
39715,82390
39721,82395
39728,82401
39735,82407
39741,82413
39747,82418
39754,82425
39761,82430
39767,82435
39774,82442
39780,82447
39787,82453
39793,82458
39800,82464
39807,82469
39814,82476
39819,82481
39826,82487
39833,82493
39840,82499
39846,82504
39852,82510
39859,82515
39866,82521
39873,82527
39879,82533
39886,82538
39892,82544
39899,82550
39906,82555
39912,82562
39918,82567
39925,82573
39932,82579
39938,82584
39945,82590
39951,82596
39958,82601
39965,82607
39971,82613
39978,82619
39984,82625
39991,82630
39998,82637
40004,82642
40011,82647
